0,103,165,0
147,112,219,0
187,51,133,0
170,64,105,0
60,179,113,0
123,104,238,0
201,220,135,0
0,250,154,0
103,76,71,0
72,209,204,0
121,68,59,0
217,96,59,0
199,21,133,0
248,184,120,0
248,222,126,0
253,188,180,0
25,25,112,0
0,73,83,0
255,196,12,0
62,180,137,0
245,255,250,0
152,255,152,0
255,228,225,0
250,235,215,0
150,113,23,0
115,169,194,0
174,12,0,0
173,223,173,0
48,186,143,0
153,122,141,0
24,69,59,0
197,75,140,0
255,219,88,0
33,66,30,0
246,173,198,0
42,128,0,0
250,218,94,0
255,222,173,0
0,0,128,0
255,163,67,0
254,65,100,0
57,255,20,0
215,131,127,0
164,221,237,0
5,144,51,0
0,119,190,0
204,119,34,0
0,128,0,0
207,181,59,0
253,245,230,0
121,104,120,0
103,49,71,0
192,128,129,0
128,128,0,0
60,52,31,0
107,142,35,0
154,185,115,0
53,56,57,0
183,132,167,0
255,127,0,0
255,159,0,0
255,69,0,0
251,153,2,0
255,165,0,0
218,112,214,0
101,67,33,0
153,0,0,0
65,74,76,0
255,110,74,0
0,33,71,0
0,102,0,0
39,59,226,0
104,40,96,0
188,212,230,0
175,238,238,0
152,118,84,0
175,64,53,0
155,196,226,0
221,173,175,0
218,138,103,0
171,205,239,0
230,190,138,0
238,232,170,0
152,251,152,0
220,208,255,0
249,132,229,0
250,218,221,0
221,160,221,0
219,112,147,0
150,222,209,0
201,192,187,0
236,235,189,0
188,152,126,0
219,112,147,0
120,24,74,0
255,239,213,0
80,200,120,0
174,198,207,0
131,105,83,0
207,207,196,0
119,221,119,0
244,154,194,0
255,179,71,0
222,165,164,0
179,158,181,0
255,105,97,0
203,153,201,0
253,253,150,0
128,0,128,0
83,104,120,0
255,229,180,0
255,203,164,0
255,204,153,0
255,218,185,0
250,223,173,0
209,226,49,0
234,224,200,0
136,216,192,0
183,104,162,0
230,226,0,0
204,204,255,0
28,57,187,0
0,166,147,0
50,18,122,0
217,144,88,0
247,127,190,0
112,28,28,0
204,51,51,0
254,40,162,0
236,88,0,0
205,133,63,0
223,0,255,0
0,15,137,0
18,53,36,0
253,221,230,0
1,121,111,0
255,192,203,0
255,221,244,0
255,153,102,0
231,172,207,0
247,143,167,0
147,197,114,0
229,228,226,0
142,69,133,0
221,160,221,0
255,90,54,0
176,224,230,0
255,143,0,0
112,28,28,0
0,49,83,0
223,0,255,0
204,136,153,0
255,117,24,0
105,53,156,0
128,0,128,0
150,120,182,0
159,0,197,0
254,78,218,0
80,64,77,0
160,32,240,0
81,72,79,0
93,138,168,0
255,53,94,0
251,171,96,0
227,11,93,0
145,95,109,0
226,80,152,0
179,68,108,0
130,102,68,0
255,51,204,0
227,37,107,0
255,0,0,0
165,42,42,0
134,1,17,0
242,0,60,0
196,2,51,0
255,83,73,0
237,28,36,0
254,39,18,0
199,21,133,0
171,78,82,0
82,45,128,0
0,35,135,0
0,64,64,0
241,167,254,0
215,0,64,0
8,146,208,0
167,107,207,0
182,102,210,0
176,48,96,0
65,72,51,0
0,204,204,0
255,0,127,0
249,66,158,0
103,72,70,0
183,110,121,0
227,38,54,0
255,102,204,0
170,152,169,0
144,93,93,0
171,78,82,0
101,0,11,0
212,0,0,0
188,143,143,0
0,56,168,0
0,35,102,0
65,105,225,0
202,44,146,0
120,81,169,0
250,218,94,0
209,0,86,0
224,17,95,0
155,17,30,0
255,0,40,0
187,101,40,0
225,142,150,0
168,28,7,0
128,70,27,0
183,65,14,0
218,44,67,0
0,86,63,0
139,69,19,0
255,103,0,0
244,196,48,0
255,140,105,0
255,145,164,0
194,178,128,0
150,113,23,0
236,213,64,0
244,164,96,0
150,113,23,0
146,0,10,0
80,125,42,0
15,82,186,0
0,103,165,0
203,161,53,0
255,36,0,0
253,14,53,0
255,216,0,0
118,255,122,0
0,105,148,0
46,139,87,0
50,20,20,0
255,245,238,0
255,186,0,0
112,66,20,0
138,121,93,0
0,158,96,0
252,15,192,0
255,111,255,0
136,45,23,0
192,192,192,0
203,65,11,0
0,116,116,0
135,206,235,0
207,113,175,0
106,90,205,0
112,128,144,0
0,51,153,0
147,61,65,0
16,12,8,0
255,250,250,0
15,192,252,0
167,252,0,0
0,255,127,0
35,41,122,0
70,130,180,0
250,218,94,0
153,0,0,0
79,102,106,0
228,217,111,0
255,204,51,0
250,214,165,0
210,180,140,0
249,77,0,0
242,133,0,0
255,204,0,0
228,113,122,0
72,60,50,0
139,133,137,0
208,240,192,0
248,131,121,0
244,194,194,0
0,128,128,0
54,117,136,0
0,130,127,0
207,52,118,0
205,87,0,0
226,114,91,0
216,191,216,0
222,111,161,0
252,137,172,0
10,186,181,0
224,141,60,0
219,215,210,0
238,230,0,0
255,99,71,0
116,108,192,0
255,200,124,0
253,14,53,0
128,128,128,0
0,117,94,0
0,115,207,0
65,125,193,0
222,170,136,0
181,114,129,0
48,213,200,0
0,255,239,0
160,214,180,0
124,72,72,0
138,73,107,0
102,2,60,0
0,51,170,0
217,0,76,0
136,120,195,0
83,104,149,0
255,179,0,0
60,208,112,0
255,111,255,0
18,10,143,0
65,102,245,0
99,81,71,0
255,221,202,0
91,146,229,0
183,135,39,0
255,255,102,0
1,68,33,0
123,17,19,0
174,32,41,0
225,173,33,0
0,79,152,0
153,0,0,0
255,204,0,0
211,0,63,0
243,229,171,0
197,179,88,0
200,8,21,0
67,179,174,0
227,66,52,0
217,96,59,0
160,32,240,0
143,0,255,0
50,74,178,0
127,0,255,0
134,1,175,0
238,130,238,0
64,130,109,0
146,39,36,0
159,29,53,0
218,29,129,0
255,160,137,0
159,0,255,0
0,66,66,0
164,244,249,0
100,84,82,0
245,222,179,0
255,255,255,0
245,245,245,0
162,173,208,0
255,67,164,0
252,108,133,0
114,47,55,0
103,49,71,0
201,160,220,0
193,154,107,0
115,134,120,0
15,77,146,0
255,255,0,0
154,205,50,0
239,204,0,0
255,211,0,0
255,174,66,0
255,239,0,0
254,254,51,0
0,20,168,0
44,22,8,0
